rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,up,down
Prkaa2,0.001092562,-0.266410402,0.475,0.596,1,-1.202811363,,,
Adgrl2,0.000269361,-0.266635328,0.206,0.334,1,-1.202998904,,,
Atp6v1b2,0.003209289,-0.2668926,0.227,0.31,1,-1.20321345,,,
Cyp2j6,3.02E-06,-0.266935643,0.026,0.112,0.097498683,-1.203249349,,,
Dennd6a,0.001158598,-0.267055744,0.339,0.459,1,-1.203349521,,,
Yme1l1,0.000192306,-0.26740362,0.339,0.471,1,-1.203639719,,,
Hacd2,0.002217757,-0.267852578,0.274,0.371,1,-1.204014343,,,
Tpk1,0.006590271,-0.268018261,0.514,0.611,1,-1.204152623,,,
Lrrc28,7.58E-05,-0.268204333,0.146,0.261,1,-1.204307939,,,
Gpat4,0.011878512,-0.268218502,0.157,0.222,1,-1.204319767,,,
Fam120c,0.002375426,-0.268256151,0.217,0.31,1,-1.204351195,,,
Dcbld1,0.001942041,-0.268479189,0.17,0.264,1,-1.2045374,,,
Guf1,0.02901567,-0.268520281,0.211,0.271,1,-1.204571709,,,
Cul3,0.013847775,-0.268584917,0.488,0.578,1,-1.204625678,,,
Hmgcs1,0.002679823,-0.268625789,0.274,0.377,1,-1.204659806,,,
Tmem19,4.25E-06,-0.269175709,0.044,0.143,0.137118762,-1.20511908,,,
Ccdc50,0.008230035,-0.269319028,0.522,0.593,1,-1.205238804,,,
Rnf145,2.76E-05,-0.269334606,0.125,0.243,0.890814075,-1.205251818,,,
Gpatch2,0.02059794,-0.269929475,0.439,0.508,1,-1.205748884,,,
Gtf2a1,0.003685777,-0.270723988,0.235,0.319,1,-1.206413091,,,
Grk3,0.044180467,-0.270869838,0.204,0.261,1,-1.206535059,,,
Slc16a12,0.002462508,-0.271605787,0.144,0.225,1,-1.207150696,,,
Serbp1,0.002373475,-0.271926189,0.413,0.498,1,-1.207418816,,,
Zfp871,0.000467488,-0.271944945,0.321,0.447,1,-1.207434513,,,
Ubqln1,0.000134662,-0.272091333,0.232,0.356,1,-1.207557036,,,
Osbpl3,0.016101473,-0.27262416,0.46,0.544,1,-1.208003102,,,
Ipo7,0.003121448,-0.272814736,0.217,0.304,1,-1.208162687,,,
Kidins220,0.001247336,-0.273386087,0.655,0.729,1,-1.20864125,,,
Zfp395,0.056722637,-0.273512635,0.219,0.271,1,-1.208747273,,,
Sctr,0.005343479,-0.274231138,0.151,0.234,1,-1.209349413,,,
Xpo1,0.001159864,-0.274448352,0.324,0.426,1,-1.209531509,,,
R3hcc1l,0.029449653,-0.274872526,0.308,0.38,1,-1.209887181,,,
Bmp2k,0.00068024,-0.275183153,0.162,0.264,1,-1.21014771,,,
D630024D03Rik,0.00392703,-0.275517129,0.091,0.158,1,-1.210427885,,,
Rras2,0.009776723,-0.275888072,0.274,0.377,1,-1.210739148,,,
Malrd1,0.020911852,-0.275905603,0.551,0.614,1,-1.210753861,,,
Kyat1,6.04E-05,-0.27693898,0.125,0.243,1,-1.211621413,,,
Lemd3,0.004673366,-0.276980784,0.295,0.377,1,-1.211656522,,,
Eif3m,0.000110479,-0.277235373,0.081,0.176,1,-1.211870359,,,
Pdss1,0.001814032,-0.277446466,0.172,0.261,1,-1.212047691,,,
Castor2,0.000121619,-0.277589647,0.104,0.207,1,-1.212167987,,,
Syn3,9.96E-05,-0.277600489,0.3,0.432,1,-1.212177096,,,
Mob3b,0.004711323,-0.277647916,0.376,0.474,1,-1.212216946,,,
Acsl4,0.005933749,-0.277851532,0.352,0.438,1,-1.212388046,,,
Fam171a1,0.000571434,-0.278212659,0.23,0.34,1,-1.212691561,,,
Ghitm,4.77E-05,-0.278300584,0.104,0.216,1,-1.212765471,,,
Pdgfd,0.000101298,-0.278664564,0.277,0.426,1,-1.21307148,,,
Huwe1,0.000215887,-0.279443465,0.731,0.827,1,-1.213726586,,,
Vdac1,0.002929864,-0.27969515,0.326,0.419,1,-1.213938345,,,
Ndel1,0.000111431,-0.279707214,0.264,0.401,1,-1.213948496,,,
Hnrnpa2b1,0.000154758,-0.279940894,0.684,0.833,1,-1.21414514,,,
Itsn1,0.004030803,-0.280899579,0.191,0.277,1,-1.214952221,,,
4930556J24Rik,6.94E-05,-0.280954777,0.06,0.149,1,-1.214998706,,,
Usp8,0.128349829,-0.281346974,0.371,0.392,1,-1.215329049,,,
Eci1,2.82E-05,-0.28180292,0.042,0.125,0.909951387,-1.215713199,,,
Lamp2,0.018287289,-0.282125934,0.535,0.62,1,-1.215985423,,,
Hnrnpk,0.000151888,-0.282195483,0.217,0.343,1,-1.216044045,,,
Ttc28,0.00443364,-0.282242125,0.133,0.21,1,-1.216083359,,,
Plekha7,0.00035431,-0.282271433,0.663,0.754,1,-1.216108064,,,
Setd3,0.007673934,-0.282364577,0.287,0.371,1,-1.216186581,,,
Eif4g3,0.000968243,-0.282569189,0.517,0.629,1,-1.216359081,,,
Klf9,4.61E-06,-0.282797006,0.371,0.565,0.148748068,-1.216551172,,,
Ppp2r2b,0.000353207,-0.283043939,0.117,0.216,1,-1.216759416,,,
Cnot6l,0.002229022,-0.283317763,0.368,0.474,1,-1.216990379,,,
Ercc5,0.00012547,-0.283448462,0.138,0.246,1,-1.217100636,,,
Sfswap,0.001029357,-0.283631748,0.426,0.532,1,-1.217255271,,,
Prrc2a,0.001152768,-0.283757921,0.131,0.216,1,-1.217361733,,,
Rnf111,0.002773879,-0.283764731,0.413,0.505,1,-1.217367479,,,
Ahnak,1.95E-05,-0.283933661,0.141,0.267,0.629690487,-1.217510033,,,
Hira,0.036064737,-0.284770055,0.285,0.337,1,-1.218216082,,,
Vezt,0.007586278,-0.28492607,0.162,0.234,1,-1.218347829,,,
Acat1,0.002343244,-0.285170083,0.399,0.489,1,-1.218553914,,,
Lyst,0.001283586,-0.285251547,0.277,0.386,1,-1.218622724,,,
Atp5c1,0.000437111,-0.285981762,0.384,0.489,1,-1.21923968,,,
Got1,0.000512386,-0.28626688,0.206,0.316,1,-1.219480661,,,
Tox3,0.000676303,-0.286347967,0.366,0.502,1,-1.219549205,,,
Snrk,0.003595579,-0.286372953,0.258,0.34,1,-1.219570326,,,
Cdk19,0.000220523,-0.286775766,0.206,0.325,1,-1.219910888,,,
Hoxa9,0.009801473,-0.287002705,0.141,0.207,1,-1.220102798,,,
Lrrc8c,2.25E-06,-0.287098978,0.023,0.109,0.072585304,-1.220184219,,,
Tshz2,0.000187968,-0.287617143,0.068,0.158,1,-1.220622546,,,
Tmod3,0.011319047,-0.288017565,0.151,0.216,1,-1.220961378,,,
Mbd5,2.60E-05,-0.288291742,0.755,0.86,0.839628189,-1.221193438,,,
Fbxl17,5.50E-06,-0.288315002,0.906,0.97,0.177383736,-1.221213127,,,
Cep350,0.000736688,-0.288473801,0.431,0.535,1,-1.221347554,,,
Whrn,0.000898927,-0.288566491,0.12,0.21,1,-1.221426026,,,
Terf1,0.00964584,-0.288611234,0.191,0.261,1,-1.221463907,,,
Esyt2,0.001092496,-0.288900551,0.507,0.62,1,-1.221708883,,,
Rbl2,0.001587277,-0.289052907,0.238,0.331,1,-1.221837908,,,
Plekha5,0.006826316,-0.289451431,0.486,0.556,1,-1.222175471,,,
Dock10,0.000348889,-0.289804855,0.06,0.143,1,-1.22247491,,,
Prkn,1.77E-05,-0.29028595,0.883,0.951,0.570527547,-1.222882635,,,
Efl1,0.025549936,-0.290354912,0.232,0.292,1,-1.222941092,,,
Mpp6,0.000761905,-0.290531565,0.206,0.307,1,-1.223090846,,,
Trrap,0.005521044,-0.290688816,0.225,0.307,1,-1.223224167,,,
Usf2,0.000885598,-0.290827907,0.117,0.201,1,-1.223342105,,,
Ankrd10,0.001786403,-0.291132178,0.405,0.511,1,-1.223600141,,,
Mar-02,0.007612255,-0.291330631,0.264,0.347,1,-1.223768467,,,
Casp8,0.000140499,-0.291893228,0.133,0.24,1,-1.224245784,,,
Rock1,0.002430964,-0.292308746,0.582,0.675,1,-1.224598437,,,
Slc43a2,0.000391233,-0.292457781,0.768,0.845,1,-1.224724948,,,
Znrf2,0.000449618,-0.293628585,0.18,0.286,1,-1.225719263,,,
Ptprc,0.000686766,-0.293705835,0.102,0.191,1,-1.225784898,,,
Klf13,0.002758448,-0.293775847,0.279,0.371,1,-1.225844384,,,
Rab11fip3,0.0001159,-0.293866376,0.648,0.769,1,-1.225921309,,,
Tasor,0.001939718,-0.294422927,0.619,0.702,1,-1.226394326,,,
Aebp2,0.001245786,-0.294691778,0.225,0.325,1,-1.226622889,,,
Slc25a28,0.014976577,-0.295395511,0.112,0.167,1,-1.22722137,,,
Slc22a23,0.000191736,-0.295658875,0.211,0.328,1,-1.227445421,,,
Nsun7,0.002874273,-0.295709004,0.05,0.106,1,-1.227488071,,,
Ptma,5.47E-06,-0.296496145,0.089,0.21,0.176625182,-1.228157977,,,
Syne2,0.000299216,-0.296915135,0.802,0.869,1,-1.228514712,,,
Cdc37l1,0.006612893,-0.297311486,0.554,0.626,1,-1.228852268,,,
Rmnd1,0.018654932,-0.297817487,0.238,0.292,1,-1.229283343,,,
Eif3e,0.001252484,-0.298694853,0.154,0.243,1,-1.230031152,,,
Fbxl7,1.81E-05,-0.298905853,0.039,0.128,0.584530446,-1.230211061,,,
Zadh2,0.000632741,-0.299238304,0.115,0.204,1,-1.23049458,,,
Fyb2,0.00043897,-0.299439956,0.107,0.201,1,-1.230666584,,,
Slc4a7,0.000573058,-0.300047777,0.089,0.17,1,-1.231185186,,,
Gm29012,4.25E-05,-0.300387417,0.037,0.116,1,-1.231475066,,,
Rfx3,0.000169393,-0.300535414,0.384,0.52,1,-1.231601401,,,
Thrb,0.000320016,-0.301888773,0.674,0.769,1,-1.232757281,,,
Lpp,0.00046373,-0.302182538,0.783,0.836,1,-1.233008322,,,
Sms,5.32E-05,-0.303903341,0.05,0.134,1,-1.234479896,,,
Mapt,5.90E-06,-0.305211929,0.06,0.164,0.190337614,-1.235600131,,,
Evc2,0.002403988,-0.306812734,0.175,0.261,1,-1.236971906,,,
1700109H08Rik,0.000150435,-0.307288492,0.06,0.143,1,-1.23737989,,,
St7,0.00395831,-0.307735133,0.292,0.38,1,-1.237763027,,,
Fam135a,6.98E-05,-0.308261301,0.18,0.304,1,-1.238214536,,,
Mgat1,4.53E-05,-0.309243006,0.144,0.255,1,-1.239057386,,,
Nectin3,0.000487275,-0.310527281,0.238,0.356,1,-1.240160875,,,
Ybx1,0.000301355,-0.311467811,0.313,0.422,1,-1.240969631,,,
Pcca,0.001825982,-0.31149742,0.533,0.623,1,-1.2409951,,,
Eif4g1,0.000835534,-0.311548125,0.525,0.605,1,-1.241038717,,,
Zc3h6,0.002336151,-0.311995043,0.258,0.356,1,-1.241423226,,,
Ube2e1,0.005412779,-0.312415718,0.201,0.28,1,-1.241785265,,,
Zfp385b,0.00390087,-0.312968403,0.211,0.304,1,-1.242261075,,,
Myo6,0.000666504,-0.313188033,0.715,0.809,1,-1.242450206,,,
Vps41,0.000662157,-0.313968933,0.305,0.407,1,-1.2431229,,,
Cobl,0.000819641,-0.314239312,0.41,0.526,1,-1.243355897,,,
Mmp16,1.70E-05,-0.315781267,0.047,0.14,0.547241991,-1.244685509,,,
Als2,0.00239485,-0.317350209,0.099,0.17,1,-1.246039851,,,
Mbnl1,0.000856282,-0.317585961,0.551,0.657,1,-1.246243484,,,
Atp6v1c1,4.35E-05,-0.317638132,0.136,0.246,1,-1.246288551,,,
Azi2,0.000440112,-0.317724196,0.206,0.31,1,-1.246362901,,,
Spag9,0.000356331,-0.318267657,0.713,0.793,1,-1.246832493,,,
Clmn,0.000401565,-0.318324673,0.52,0.638,1,-1.246881768,,,
Fnip1,6.17E-05,-0.318608658,0.389,0.532,1,-1.247127233,,,
Ncapd3,0.000281293,-0.31864987,0.112,0.207,1,-1.24716286,,,
Lamb1,1.24E-05,-0.319316561,0.112,0.231,0.399982149,-1.247739325,,,
Kifap3,0.001801465,-0.319624953,0.172,0.264,1,-1.248006072,,,
Tab2,0.002277114,-0.320185319,0.418,0.505,1,-1.248490912,,,
Abcc5,0.002362509,-0.320413223,0.196,0.283,1,-1.248688153,,,
Amy1,0.000148413,-0.32182858,0.164,0.274,1,-1.24991378,,,
Eif4b,0.00531037,-0.322123795,0.191,0.267,1,-1.250169573,,,
5031425E22Rik,0.001380293,-0.3227248,0.41,0.511,1,-1.250690483,,,
Camk2d,1.53E-05,-0.322977875,0.386,0.55,0.493218924,-1.250909896,,,
Dnah7b,0.041387721,-0.323024595,0.204,0.255,1,-1.250950406,,,
Pex7,3.20E-05,-0.323206403,0.188,0.313,1,-1.25110806,,,
Rnf169,3.62E-05,-0.323664679,0.512,0.644,1,-1.251505541,,,
Fndc3a,0.00086056,-0.32448046,0.564,0.644,1,-1.252213413,,,
Cpt1a,0.000305428,-0.325317448,0.3,0.416,1,-1.252940103,,,
Rcor3,0.001036133,-0.32652763,0.17,0.264,1,-1.253991553,,,
Colgalt2,2.30E-06,-0.327865163,0.023,0.109,0.074150258,-1.255154677,,,
Rttn,0.001015012,-0.328240669,0.175,0.267,1,-1.255481412,,,
Rabgap1l,0.000341732,-0.329223836,0.778,0.86,1,-1.256337288,,,
Itga6,0.000740995,-0.32979429,0.431,0.55,1,-1.256834153,,,
Ezr,0.000498261,-0.331840711,0.352,0.474,1,-1.258618201,,,
Golga4,0.001473449,-0.331873784,0.47,0.571,1,-1.258647054,,,
AW549877,0.000250003,-0.3333384,0.193,0.301,1,-1.259925475,,,
Snap23,0.003973437,-0.333504975,0.206,0.286,1,-1.260070955,,,
Nus1,1.88E-06,-0.333765593,0.115,0.246,0.060578563,-1.260298603,,,
Manba,2.27E-06,-0.335081734,0.303,0.462,0.073314674,-1.261448873,,,
Epc1,0.000351523,-0.335464898,0.504,0.632,1,-1.261783944,,,
Nisch,3.87E-05,-0.336128645,0.405,0.547,1,-1.262364592,,,
Trio,3.24E-05,-0.336945508,0.486,0.623,1,-1.263079553,,,
Kmt5c,8.98E-05,-0.337103388,0.099,0.198,1,-1.263217785,,,
Fam107b,0.000238655,-0.337310239,0.279,0.401,1,-1.263398915,,,
Rybp,0.002207961,-0.337824343,0.272,0.374,1,-1.263849208,,,
Rprd1b,0.000175276,-0.338306287,0.183,0.292,1,-1.264271477,,,
Ptprk,2.39E-05,-0.338829871,0.702,0.824,0.770625333,-1.264730391,,,
B4galt5,0.002466417,-0.33899832,0.164,0.249,1,-1.264878069,,,
Uri1,0.004010433,-0.339006753,0.347,0.429,1,-1.264885463,,,
Shroom4,0.000144293,-0.339024002,0.679,0.778,1,-1.264900586,,,
Ftx,6.39E-06,-0.339804982,0.185,0.325,0.206308729,-1.265585505,,,
Hspd1,3.31E-05,-0.342081747,0.159,0.28,1,-1.267584345,,,
Mff,0.000339141,-0.342387167,0.3,0.41,1,-1.267852722,,,
Man2a1,8.83E-06,-0.342552679,0.509,0.638,0.285005321,-1.267998184,,,
Ptpdc1,1.91E-05,-0.34496654,0.084,0.188,0.614756713,-1.270121525,,,
Exoc2,0.00064188,-0.347288461,0.245,0.347,1,-1.272167346,,,
Trim56,4.87E-05,-0.347759097,0.073,0.167,1,-1.27258242,,,
Jak1,0.000417501,-0.348765725,0.381,0.498,1,-1.273470663,,,
Vdr,0.021450829,-0.349288675,0.363,0.429,1,-1.273932357,,,
Gnai1,2.13E-05,-0.352206993,0.123,0.243,0.688756202,-1.276511905,,,
Pik3c2a,2.85E-05,-0.355305089,0.556,0.684,0.918538969,-1.279256079,,,
Top2b,0.000199728,-0.356719952,0.339,0.462,1,-1.280511271,,,
Stk32a,9.88E-05,-0.357493421,0.097,0.204,1,-1.281197973,,,
Tsc22d3,0.035393255,-0.358154165,0.183,0.237,1,-1.281784887,,,
Snrnp70,4.09E-05,-0.358551858,0.705,0.812,1,-1.282138272,,,
Supt3,0.000197761,-0.358634682,0.423,0.544,1,-1.282211881,,,
Itga1,2.62E-06,-0.360168409,0.285,0.462,0.084541172,-1.283575723,,,
4932438A13Rik,6.99E-06,-0.360813556,0.54,0.696,0.225552111,-1.284149844,,,
Apbb2,0.001228799,-0.362906122,0.54,0.626,1,-1.286013798,,,
Kifc3,6.81E-06,-0.363275494,0.172,0.304,0.219805589,-1.286343097,,,
Egr1,0.003658548,-0.364004302,0.11,0.182,1,-1.286993085,,,
Itgb6,0.000130315,-0.364551606,0.36,0.477,1,-1.287481414,,,
Abcd3,3.62E-06,-0.364566154,0.319,0.492,0.11684466,-1.287494397,,,
Hibadh,3.76E-05,-0.364730687,0.373,0.523,1,-1.287641239,,,
Prickle1,0.000208728,-0.365354043,0.136,0.243,1,-1.28819772,,,
Hoxa3,0.000494909,-0.366040493,0.159,0.258,1,-1.288810804,,,
Bicd1,2.00E-05,-0.367374037,0.298,0.453,0.645248551,-1.290002657,,,
Dgkd,0.000368148,-0.368452247,0.23,0.334,1,-1.290967112,,,
Ston2,0.000201761,-0.368888146,0.146,0.252,1,-1.291357226,,,
Gpam,0.000572193,-0.369188097,0.329,0.438,1,-1.29162574,,,
Pde7b,0.001625264,-0.369331297,0.415,0.541,1,-1.291753952,,,
Fhod3,7.29E-05,-0.370822226,0.559,0.693,1,-1.293089583,,,
Pcgf5,3.14E-05,-0.37218343,0.319,0.468,1,-1.294310208,,,
Ppp2r5e,0.000421608,-0.372304155,0.548,0.657,1,-1.29441852,,,
Fbxl5,3.11E-06,-0.37267907,0.141,0.283,0.100225842,-1.294754947,,,
Aco1,0.000539507,-0.374635197,0.18,0.271,1,-1.296511674,,,
Csnk1g3,1.48E-05,-0.380707027,0.319,0.465,0.476809747,-1.301979765,,,
Tmem87b,2.19E-05,-0.383800966,0.185,0.316,0.708064259,-1.304774928,,,
Slc27a1,0.000498688,-0.384557106,0.188,0.28,1,-1.305458962,,,
Lgr4,0.000226755,-0.385181079,0.538,0.681,1,-1.306023702,,,
Adcy9,0.000625593,-0.386767171,0.185,0.283,1,-1.307460328,,,
Lpin2,0.001668178,-0.388335123,0.277,0.374,1,-1.308882076,,,
Dhx9,0.000219216,-0.38957391,0.332,0.441,1,-1.310006445,,,
Ddo,0.000238178,-0.389899979,0.17,0.277,1,-1.310302558,,,
Hsd17b4,2.96E-05,-0.392217594,0.17,0.289,0.955112664,-1.312409183,,,
Chordc1,0.000155216,-0.392361345,0.282,0.407,1,-1.312539959,,,
Exoc6,3.42E-05,-0.392530259,0.347,0.483,1,-1.312693644,,,
Galnt11,5.84E-05,-0.397387555,0.329,0.468,1,-1.317120696,,,
Ldlrad4,1.04E-05,-0.399491523,0.319,0.486,0.33715745,-1.319042933,,,
Sfxn2,1.27E-05,-0.399599076,0.089,0.195,0.4109101,-1.319141271,,,
Abca3,6.39E-06,-0.405314582,0.345,0.498,0.206294512,-1.324377661,,,
Sdc2,3.72E-05,-0.406467168,0.253,0.383,1,-1.325436145,,,
Map3k2,2.12E-06,-0.407221896,0.444,0.62,0.068406177,-1.326129712,,,
Mb21d2,3.71E-06,-0.408372473,0.099,0.222,0.119668681,-1.327187748,,,
Malt1,0.000361508,-0.409011164,0.154,0.252,1,-1.327775433,,,
Rufy3,1.59E-06,-0.415734402,0.3,0.477,0.051289769,-1.333977564,,,
Fam133b,0.000712823,-0.416222563,0.248,0.337,1,-1.334429015,,,
Abtb2,2.82E-05,-0.418307599,0.245,0.38,0.909841867,-1.336358975,,,
Ssbp2,1.27E-05,-0.421123836,0.266,0.407,0.409174656,-1.338970185,,,
Osbpl9,3.78E-05,-0.421764186,0.567,0.699,1,-1.339564628,,,
Lifr,0.000196688,-0.422120439,0.287,0.407,1,-1.339895455,,,
Smarca2,0.000574224,-0.423612125,0.452,0.578,1,-1.341281567,,,
Ythdc1,5.93E-05,-0.42984402,0.496,0.602,1,-1.347087926,,,
Arl6ip1,2.02E-05,-0.432714533,0.18,0.304,0.652316262,-1.349770879,,,
Rdx,2.68E-05,-0.435556741,0.368,0.495,0.865243946,-1.352432641,,,
Glt1d1,1.57E-05,-0.437835963,0.185,0.313,0.505739313,-1.354570952,,,
Tm9sf3,1.31E-05,-0.437877072,0.316,0.45,0.423972635,-1.35460955,,,
Azin1,4.76E-05,-0.445023632,0.235,0.356,1,-1.361336415,,,
Hook1,4.13E-05,-0.452985459,0.151,0.261,1,-1.368870016,,,
Gpm6a,0.001012548,-0.455938044,0.185,0.274,1,-1.371674381,,,
Hs6st1,9.10E-06,-0.45805982,0.225,0.353,0.293588682,-1.373693191,,,
